 0.5000   0.8660   0.0000   -13.2
 1.0000   0.0000   0.0000   -13.2
 0.5000  -0.8660   0.0000   -13.2
-0.5000  -0.8660   0.0000   -13.2
-1.0000   0.0000   0.0000   -13.2
-0.5000   0.8660   0.0000   -13.2
 0.0000   0.0000   1.0000   -14.0
 0.0000   0.0000  -1.0000   -14.0
 0.7155  -0.6885   0.1184   -12.0
-0.9540  -0.2754   0.1184   -12.0
 0.2385   0.9639   0.1184   -12.0
 0.9540   0.2754  -0.1184   -12.0
-0.2385  -0.9639  -0.1184   -12.0
-0.7155   0.6885  -0.1184   -12.0
 0.8467  -0.4888   0.2101   -13.4
-0.8467  -0.4888   0.2101   -13.4
 0.0000   0.9777   0.2101   -13.4
 0.8467   0.4888  -0.2101   -13.4
 0.0000   0.9777  -0.2101   -13.4
 0.7000   0.6745   0.2319   -14.0
 0.2336  -0.9443   0.2319   -14.0
-0.9346   0.2698   0.2319   -14.0
 0.4011   0.6947   0.5971   -15.0
 0.4011  -0.6947   0.5971   -15.0
 0.4011   0.6947  -0.5971   -15.0
-0.4011   0.6947  -0.5971   -15.0
-0.5082  -0.5868   0.6304   -15.8
 0.0000   0.9188  -0.3948   -15.8
-0.7377  -0.2130   0.6406   -15.2
 0.1844   0.7454   0.6406   -15.2
 0.6568  -0.3792   0.6518   -15.0
 0.0000   0.7584   0.6518   -15.0
